name,sumPlacement,amountJoined,amountTopped
Romulus,66,2,0
MrKillBoy,66,2,0
nate43,66,2,0
ChasingTheMeta,66,2,0
MilkMan,66,2,0
JKLoser,66,2,0
AAA+,66,2,0
fr0b,66,2,0
Nez,66,2,0
MikesPepsi,66,2,0
Pancake?,98,2,0
wewilldream,98,2,0
OverB,98,2,0
Thass,98,2,0
Rikka,98,2,0
Khris,98,2,0
Estics,98,2,0
Mikull,98,2,0
ArcticFox223,98,2,0
Zelos,98,2,0
MilkyBear,98,2,0
Shtanky,98,2,0
pix,98,2,0
Atom,98,2,0
Grid,7,3,3
SoyCuscatleco,11,3,3
Flury,6,2,2
DL/ALFA,33,3,2
Roy :(,10,2,2
QK,10,2,2
Mayelito_5,14,2,2
Roiyos,14,2,2
Cuzu,31,3,0
Shambi,18,2,0
JOSY,20,3,1
Arbi,51,3,0
Naboris,26,2,0
MrGoRo,26,2,0
Jovelinski,39,3,0
Alosson,26,2,0
TheKid,51,3,0
Dr.Versed,83,3,0
Gantz,35,3,1
TheUSB,34,2,0
| TRON,34,2,0
Dashit,34,2,0
Kreek,34,2,0
Pecco,34,2,0
Taku,50,2,0
Krauser,50,2,0
Placo,59,3,0
Nato,59,3,0
Ssj_Aksel,50,2,0
SebasT,50,2,0
Jenuthy,50,2,0
Asura,50,2,0
Федя12,99,3,0
Zoe_destroyer,66,2,0
Schneider,66,2,0
DiegoP,66,2,0
Alucard,66,2,0
Ssj.Arita,66,2,0
Alduin,66,2,0
Davi 117,66,2,0
Hitsu,66,2,0
Hilmer,79,3,0
Fall,66,2,0
Chato,91,3,0
RedSuns,66,2,0
Salo,66,2,0
RodM,66,2,0
El_Licenciado,66,2,0
VHGalland,98,2,0
Nico,111,3,0
UwUr,98,2,0
Denniis,98,2,0
Alias'DiovoLo,98,2,0
HollowDiscret,98,2,0
Sushi Queen,98,2,0
Rafita,98,2,0
Govax,98,2,0
Panavicii,98,2,0
Rashu,147,3,0
ZarDinogre,98,2,0
Ssj Daniel,98,2,0
Chernan,98,2,0
Enemy,131,3,0
Aleks,98,2,0
CozmicV,4,1,1
RoLaw,7,1,1
Frosty,9,1,0
SIDX,9,1,0
Zeus,17,1,0
Wind,17,1,0
rarbit,17,1,0
Brozy01,17,1,0
Koth,17,1,0
Ale05gw,25,1,0
Nathan3K,25,1,0
El banjito,25,1,0
Thicc,25,1,0
perico,25,1,0
Kerby,25,1,0
Edmiya,33,1,0
Hayato,33,1,0
Laxus_SB,33,1,0
AngelF,33,1,0
Rokusho,33,1,0
Mc_Mel,33,1,0
linkerb,33,1,0
Esperanto,33,1,0
TheSick503,33,1,0
Soroko,33,1,0
Small S,33,1,0
MONO,33,1,0
NIBBS,49,1,0
AR,49,1,0
Salva,49,1,0
Artindra,49,1,0
Spids#5510,2,2,2
Lukechito,4,2,2
Super M,6,2,2
rapiD,14,2,2
Bapple,20,2,0
The World,20,2,0
Batman234,26,2,0
Thijs,26,2,0
QTπ,26,2,0
Big Mama,38,2,0
Fan UwU,50,2,0
RSπSephiroth,50,2,0
DarkAura,50,2,0
N0AH B,50,2,0
Bloofey,50,2,0
Kaztioh,50,2,0
SagesStone,74,2,0
Victor THE VICTORIOUS,74,2,0
King Draytex,74,2,0
Ikusaba,74,2,0
Yrneh,74,2,0
Slayer,74,2,0
Dos,74,2,0
Yukiame,74,2,0
Curtis,98,2,0
Henwy,98,2,0
Taylor,98,2,0
Zon,98,2,0
ThymeMaster,98,2,0
Mythra-Is-Hot,115,3,0
My_dids,98,2,0
Vengeful_R,98,2,0
YaBoyPaul,98,2,0
Hrth,98,2,0
Walty,98,2,0
Tenni,1,1,1
Shigura,2,1,1
Hakii,3,1,1
Crump,5,1,1
MRRRRRRRR,7,1,1
LSOE,9,1,0
SHADIC,9,1,0
AB,13,1,0
Waltz,13,1,0
Gidy,13,1,0
Sumer,17,1,0
Mustang,17,1,0
ThunderMonkey,17,1,0
Trump,17,1,0
Todayyz,17,1,0
xMARx,17,1,0
CAP,17,1,0
Professor Cube,25,1,0
Li'l BRO,25,1,0
Flaco,25,1,0
RuskiNurd,25,1,0
Harsh,25,1,0
Drago,25,1,0
Adwian,25,1,0
SaSSy,25,1,0
Mugen,33,1,0
Junk,33,1,0
Tilt,33,1,0
Barefoot,33,1,0
Bloop,33,1,0
Socks,33,1,0
Meester Tweester,33,1,0
MTG,33,1,0
Savage,33,1,0
Baffle,33,1,0
Techman,33,1,0
Judai,33,1,0
Imperator,33,1,0
Shin,33,1,0
Lamoa,33,1,0
NME,33,1,0
Fredo,49,1,0
Jayce,49,1,0
50ShadesOfRay,49,1,0
Őasís,49,1,0
Piilevin,49,1,0
Kixoh,49,1,0
ShadAmy<3,49,1,0
Garnt,49,1,0
Skeedy,49,1,0
Mattatat,49,1,0
Stone,49,1,0
ChickyNuggzz,49,1,0
Synyster,49,1,0
OmenApproaching,3,3,3
Mythricity,6,3,3
Staples,9,3,3
fammydamammy,12,3,3
Plantasia124,15,3,3
JoKe07,15,3,3
Durkle,21,3,3
CarbonShow,21,3,3
Dirty,27,3,3
PrinZ,27,3,3
LovingStew,27,3,3
Sinsei,27,3,3
autzun,39,3,3
Cikada,39,3,3
Someguy456,39,3,3
ThatBupGuy,39,3,3
Armored Sage,51,3,0
nonSenseTaco,51,3,0
Obsessed,51,3,0
Dempsey,51,3,0
Stardust,51,3,0
MonsterTheBro,51,3,0
Josemadlad,51,3,0
TrueTitan14,75,3,0
Fernando,75,3,0
Kangoni,75,3,0
schmorca,75,3,0
HD_Ninja,75,3,0
VC,75,3,0
Jesús,75,3,0
Ssl0th,75,3,0
ssbFuller,99,3,0
Rapjm,99,3,0
Bubs,99,3,0
jozz,99,3,0
DustBucket,99,3,0
RandomFire13,99,3,0
GreenMagician,99,3,0
TempestInk,99,3,0
Crisisaurus,99,3,0
TimDaWarMachine,99,3,0
CluckCluck,99,3,0
SwiftSG,99,3,0
CanadiaNerd,99,3,0
Cramorant,99,3,0
Blue Birb,99,3,0
OrnjeJoose,99,3,0
MentL,147,3,0
Dreamy Jay,147,3,0
Viktex,147,3,0
Bobo,147,3,0
Lordsfsvor,147,3,0
Monochrome,147,3,0
UGBog1224,147,3,0
Trae,147,3,0
Bunion,147,3,0
Alex007,147,3,0
RurpKing,147,3,0
CeMa,147,3,0
Tsukatsu,147,3,0
Pdizzle,147,3,0
Delta,5,1,1
Frozen,7,1,1
Wolfen,9,1,0
SPT,9,1,0
KDHD,13,1,0
Aceto,13,1,0
AzazeL,13,1,0
Deli,17,1,0
Mooch,17,1,0
Kraite,17,1,0
slate_warrior,17,1,0
Czar_nik0,17,1,0
LjG,25,1,0
VelaNova,25,1,0
KGP,25,1,0
Jack,25,1,0
Omar,25,1,0
Caps,25,1,0
Lacen,33,1,0
Omens,33,1,0
HJW,33,1,0
TJ13,33,1,0
Kocophony,33,1,0
GOAT,33,1,0
Quack,33,1,0
Niwakaame13,33,1,0
Ashura,33,1,0
Yanagi,33,1,0
Rapid99,33,1,0
GriffGG,33,1,0
Galactic Wrld,33,1,0
Jelato,33,1,0
Ferny,49,1,0
A29Dash,49,1,0
Captain Phoenix,49,1,0
Ge08,49,1,0
FoxyGrandpa,49,1,0
Snazz,49,1,0
Malisker,15,3,3
kohza,21,3,3
Cho,27,3,3
FuerzaDON,27,3,3
Kafeik,51,3,0
NNOISE,51,3,0
Doc_Goku,51,3,0
Aziel,51,3,0
SoulHex,75,3,0
TaniaDash7,75,3,0
OBVIO GL,99,3,0
RoxasBing,99,3,0
Tolok,99,3,0
Rif Raf,99,3,0
Neto,147,3,0
Nozcoer,147,3,0
AS/YoPerreoSola,147,3,0
Tony*STR*,147,3,0
Boss,147,3,0
| WolfAngelSinner,147,3,0
Ralsei UwU,147,3,0
Rider,147,3,0
Xotl,147,3,0
Aiuda,147,3,0
uwu,147,3,0
AaronCheeseLord,12,3,3
Blacktwins13,15,3,3
Amari,21,3,3
Zioxiis,27,3,3
MikemasterX10,27,3,3
KirbyKid,27,3,3
Tanini,39,3,3
Jswigles,51,3,0
Izaw,51,3,0
365AKP,51,3,0
Sybenz,51,3,0
yosi,51,3,0
Xove,75,3,0
Spritzy,75,3,0
OddMeterMusic,75,3,0
CHA0S,75,3,0
Moonbeam,75,3,0
Paper Thomas,75,3,0
RResonance,99,3,0
NC10,99,3,0
Guppy,99,3,0
PreGum,99,3,0
Turnt Tables,99,3,0
Funnyboy,99,3,0
LV,99,3,0
farmboy,99,3,0
El_Patrón,99,3,0
6 Foot Midget,99,3,0
Trickster,99,3,0
Tony Pajamas,99,3,0
KingBarabbas,99,3,0
Hydrocity,99,3,0
Glizzy McGuire,147,3,0
SunshineCU,147,3,0
Dan,147,3,0
CycoNinja,147,3,0
benmo,147,3,0
C#,147,3,0
ParadoX,147,3,0
Agriornis,147,3,0
Telethia,147,3,0
Alibaba,147,3,0
Zech,147,3,0
Shinta,147,3,0
ABR,147,3,0
Lifeislife101,147,3,0
Dany,8,2,2
Shuck3y,10,2,2
gersly,14,2,2
BMoC,14,2,2
KellyKr,26,2,0
Sora_J,26,2,0
Equalizer,34,2,0
ULT.GamerMike25,50,2,0
Mink,50,2,0
Spin,50,2,0
Bruho,50,2,0
Tangerine,66,2,0
Swag Master,66,2,0
Butterkix,66,2,0
Chano,66,2,0
RIPE BANANA,66,2,0
SmokePuddingEveryday,66,2,0
ForHim.,66,2,0
MordeyMay,98,2,0
Finest Spoon,98,2,0
jaycruw21,98,2,0
Graffiti,98,2,0
TornadicVtFoE,98,2,0
YYApotoS,98,2,0
Aether,98,2,0
Akiro,98,2,0
Squidplumber,8,2,2
Dunnobro,10,2,2
Joe-J,10,2,2
Symphony,14,2,2
| Montrose,18,2,0
The Law,18,2,0
smub,18,2,0
Amrit,18,2,0
mrbeecroft,26,2,0
AoS,26,2,0
Horchata,26,2,0
joey,26,2,0
Yue,34,2,0
Slashy,34,2,0
Red Oolong,34,2,0
elshudo,34,2,0
Disgaea,34,2,0
Mj,34,2,0
Okayu,34,2,0
Lenix,34,2,0
electrode,50,2,0
Zephyr,50,2,0
Kyle,50,2,0
Quaggles,50,2,0
Veraida,50,2,0
KonkeyDorf,50,2,0
Applejack,66,2,0
wustin,66,2,0
Mageking,66,2,0
Androos,66,2,0
Monadoboi,66,2,0
Keep,66,2,0
dodo,66,2,0
Truest,66,2,0
Zorua3,66,2,0
KML,66,2,0
TheMightyDialga,66,2,0
Primid,66,2,0
Sled,66,2,0
SciFire,66,2,0
Unlucky,98,2,0
Pyro,98,2,0
Jalse,98,2,0
Dave,98,2,0
5-Star,98,2,0
Orpheus,98,2,0
Conjurer,98,2,0
Kiwi King,98,2,0
ASN,98,2,0
ShrUg,98,2,0
Emb3r,98,2,0
CheekBSTR,98,2,0
Jumpman,98,2,0
maisalsa,98,2,0
Bluuest,98,2,0
2zacki,20,5,5
Sinister,45,5,5
mario18,45,5,5
Hyushi sama,45,5,5
TKay,65,5,5
Dtagz,85,5,0
SouljaSleet,125,5,0
Cyrus,125,5,0
pinkcheat,125,5,0
Cafe,125,5,0
CHICHIS,125,5,0
C0nmanz,165,5,0
Viana/Mint,165,5,0
Dex,165,5,0
Garu5,165,5,0
puff,165,5,0
TGSpastaboi,165,5,0
N0GG1N,165,5,0
NUKE,165,5,0
Mir4ge,165,5,0
Miopanda,245,5,0
Gottagofast,245,5,0
Roc,245,5,0
Half-Baked,245,5,0
Big Nibble,245,5,0
Hummus,311,7,0
afx,245,5,0
Basic House Plant,245,5,0
Rye,245,5,0
Hurricane,245,5,0
Karma,245,5,0
IMtendo,8,2,2
ChrispyKing,10,2,2
Bowlivard,10,2,2
Kofu,14,2,2
Oa,18,2,0
Kodisnap,26,2,0
Ty,26,2,0
SpicE,26,2,0
fleepy,34,2,0
Ducksen,34,2,0
WatermelonMan,34,2,0
Fusion,34,2,0
thwithk~,34,2,0
Yerby,34,2,0
Buffalo,34,2,0
Timb0,50,2,0
Taco,50,2,0
Shima,50,2,0
tiny,50,2,0
Khgamer2016,50,2,0
ShadowHawk,66,2,0
z-bot,66,2,0
.,66,2,0
Zrike,66,2,0
beanicolada,66,2,0
Yin,66,2,0
R!sky,66,2,0
FREAKINSNOOPY,66,2,0
ANTU,66,2,0
The Beast,66,2,0
Cerebro,66,2,0
Leo,66,2,0
Kourby,66,2,0
Xygore,98,2,0
Nashifu,98,2,0
MaxVolume,98,2,0
Borracho,98,2,0
LtLycan,98,2,0
Nan,98,2,0
Sonic25,98,2,0
eeZee,98,2,0
Paterico,98,2,0
CRICKET,98,2,0
Gaul,98,2,0
Prince_HD,98,2,0
LoneZen,3,1,1
Ttam,4,1,1
Turn Up,5,1,1
Jarr,5,1,1
naz,7,1,1
YukiDraco,7,1,1
Milis,9,1,0
KaitoRoy,9,1,0
Giorno69,9,1,0
Benjo,9,1,0
Ever,13,1,0
DehDehBeh,13,1,0
tpz,13,1,0
Talcn,13,1,0
YOUNG,17,1,0
SharnyPooza,17,1,0
Crag,17,1,0
Chugg,17,1,0
Jazz,17,1,0
kosc,17,1,0
Shae,17,1,0
Tysonian,17,1,0
Hoodwink,25,1,0
Pippy,25,1,0
Shiva,25,1,0
steam buns,25,1,0
K00l,25,1,0
Cheesey07,25,1,0
Turk,25,1,0
LittleDrummerBoi3,25,1,0
jyetheguy,33,1,0
Temper,33,1,0
Stitchiie,33,1,0
The_Thing,33,1,0
The Stinja,33,1,0
SugarBackDog,33,1,0
Auggy,33,1,0
The Zacenator,33,1,0
Bootikens,33,1,0
Futurecow,33,1,0
Improve,33,1,0
Smug,33,1,0
Hoshikage,33,1,0
DLonzo,33,1,0
Sable,33,1,0
Tails,33,1,0
Jauntyweb,49,1,0
ScottyDigital,49,1,0
Musitaku,49,1,0
MrFlitcher,3,1,1
Sasaki!,7,1,1
lolyoshi,9,1,0
mo,9,1,0
Champion Link,13,1,0
Reginald,17,1,0
TrashTripp,17,1,0
Ryab,25,1,0
Cranky,25,1,0
Rennat89,25,1,0
Duncachi,25,1,0
wideboi,33,1,0
spageti,33,1,0
Godot05,33,1,0
TherealATG,33,1,0
Epicshaner,49,1,0
GBear,49,1,0
4ZOMBA,49,1,0
Fat Thanos,49,1,0
Bershnal Prace,49,1,0
Scoopster,49,1,0
Autopsy,49,1,0
kevonlol,49,1,0
Jeda,21,3,3
Ogey,21,3,3
Rony,51,3,0
Artsnif,51,3,0
Gin,75,3,0
Nibodax,75,3,0
Aksiro,99,3,0
TonyClackos,99,3,0
Destadik,99,3,0
Dia,99,3,0
Magic,147,3,0
Astora,147,3,0
Alfaembr,147,3,0
Shidori,147,3,0
Ontos,147,3,0
Mysto,147,3,0
Etish,147,3,0
kimarito,147,3,0
Teck,147,3,0
Kéképi,147,3,0
sisqui,2,2,2
Kire42,8,2,2
iRefuse,10,2,2
Frostbite,18,2,0
FriskyCissin,18,2,0
Nabtah,18,2,0
Tylon,26,2,0
dammer,26,2,0
Creepz,26,2,0
NerfKaiZer,34,2,0
Megalodon,34,2,0
NotABot,34,2,0
Curry Monsuir,34,2,0
Rox,50,2,0
Young Ness,50,2,0
TasBot  HI!,50,2,0
TakaNe,50,2,0
Puck,50,2,0
Keaton,66,2,0
Yashu,66,2,0
HydraPika,66,2,0
Blake,6,2,2
Lyto,8,2,2
L!0N,10,2,2
Buddshand,18,2,0
PRoM,26,2,0
Lakila,26,2,0
Moo$,34,2,0
LocalGP,34,2,0
TPY SLEN,34,2,0
Munchkins,34,2,0
Palapin,50,2,0
babble,50,2,0
Agent_22,50,2,0
Rebility,66,2,0
Matimus,66,2,0
Zeep^,66,2,0
Benja6089,66,2,0
Zhamesa,66,2,0
Dr Bill Smith,66,2,0
Darneth,66,2,0
Shmoopy,66,2,0
Atlas,66,2,0
Willver Corp,66,2,0
SoKz,98,2,0
OmegaHD,98,2,0
Khenan,98,2,0
N3RD,98,2,0
Zombiebox,98,2,0
Omniturtle,98,2,0
eSaint,98,2,0
Benny Boy,98,2,0
Joebeefcat,98,2,0
Gem,98,2,0
